candidate_id	source_file	freecad_symbol	semantic_axis	source_evidence	cad_core_landing	scope_hint	next_step
P5P6-CAND-011	src/Mod/Sketcher/App/ExternalGeometryFacade.cpp; src/Mod/Sketcher/App/ExternalGeometryFacade.h	ExternalGeometryFacade	external_geometry_facade	Ensures SketchGeometryExtension and ExternalGeometryExtension, copies flags, stores Ref	cad-core/src/sketcher/sketch_object_external.cpp	in_scope	Route facade responsibilities to sketcher consumer boundary
P5P6-CAND-012	src/Mod/Sketcher/App/ExternalGeometryFacadePyImp.cpp	ExternalGeometryFacadePy::testFlag; setFlag	external_geometry_wrapper_route	Python facade maps flag strings to ExternalGeometryExtension flags	cad-core/src/adapters/cli/cli.cpp; cad-core/src/adapters/c_api/c_api.cpp	route_hint_only	Keep as wrapper/session route hint for S2 non-core filtering
P5P6-CAND-013	src/App/GeoFeature.cpp	GeoFeature::resolveElement	reference_resolver	Finds subobject, resolves linked GeoFeature, returns newName/oldName from getElementName	cad-core/include/cad_core/app/geo_feature.h; cad-core/src/app/geo_feature.cpp	in_scope	Define resolver inputs/outputs before S2 status classification
P5P6-CAND-014	src/App/GeoFeature.cpp	GeoFeature::updateElementReference	reference_resolver	Tracks _ElementMapVersion and calls PropertyLinkBase::updateElementReferences on version changes	cad-core/src/app/geo_feature.cpp; cad-core/src/app/property_links.cpp	in_scope	Route version-driven reverse updates to S2/S4
P5P6-CAND-015	src/App/PropertyLinks.cpp	PropertyLinkBase::_updateElementReference	reference_resolver	Updates ShadowSub oldName/newName, handles missing, reverse, searchElementCache, and mapped sub replacement	cad-core/include/cad_core/app/property_links.h; cad-core/src/app/property_links.cpp	in_scope	Route LinkSub writeback/diagnostics to S2
P5P6-CAND-016	src/App/PropertyLinks.cpp; src/App/PropertyLinks.h	PropertyLinkSub; PropertyLinkSubList; PropertyXLinkSubList	reference_shadow_storage	Stores _ShadowSubList, restores/registers element references, serializes shadowed LinkSub values	cad-core/include/cad_core/app/property_links.h; cad-core/src/app/property_links.cpp	in_scope	Route ReferenceShadow/LinkSub data model to S2/S4
P5P6-CAND-017	src/App/ElementNamingUtils.cpp; src/App/ElementNamingUtils.h	Data::newElementName; oldElementName; hasMissingElement; hasMappedElementName	mapped_name_grammar	Defines ';' mapped prefix, '?' missing prefix, child/external/tag postfixes and old/new stripping	cad-core/include/cad_core/app/mapped_name.h; cad-core/src/app/element_map.cpp	in_scope	Route mapped subname grammar to S4
P5P6-CAND-018	src/App/ElementMap.cpp	ElementMap::addName; setElementName	element_map_lifecycle	Adds mapped names to indexed element, rejects duplicate unless overwrite or duplicate rename succeeds	cad-core/include/cad_core/app/element_map.h; cad-core/src/app/element_map.cpp	in_scope	Route add/overwrite/duplicate behavior to S4
P5P6-CAND-019	src/App/ElementMap.cpp	ElementMap::find; findAll	element_map_lifecycle	Looks up mapped names, indexed names, multiple names, and child-element postfix expansion	cad-core/include/cad_core/app/element_map.h; cad-core/src/app/element_map.cpp	in_scope	Route lookup and ambiguity semantics to S4
P5P6-CAND-020	src/App/ElementMap.cpp	ElementMap::addChildElements; hashChildMaps	child_element_map	Builds recursive child map entries with count, offset, tag, elementMap, postfix and disambiguation	cad-core/include/cad_core/app/element_map.h; cad-core/src/app/element_map.cpp	in_scope	Route child map lifecycle to S4
P5P6-CAND-021	src/App/ElementMap.cpp	ElementMap::getElementHistory; traceElement	mapper_history_lifecycle	Decodes tag/postfix chain, dehashes names, records intermediates and stops at external/circular limits	cad-core/src/app/element_map.cpp; cad-core/src/part/topo_shape_mapper.cpp	in_scope	Route history tracing to S4
P5P6-CAND-022	src/App/MappedName.cpp; src/App/MappedName.h	MappedName::findTagInElementName; MappedNameRef	mapped_name_grammar	Parses ;:H tag/length/type postfixes and stores multiple mapped refs with StringID refs	cad-core/include/cad_core/app/mapped_name.h; cad-core/src/app/element_map.cpp	in_scope	Route low-level mapped-name parser to S4
P5P6-CAND-023	src/App/ComplexGeoData.cpp	ComplexGeoData::getElementName; getMappedName; getIndexedName	element_map_lifecycle	Flushes ElementMap and converts between IndexedName, MappedName and mapped element records	cad-core/include/cad_core/app/property_geo.h; cad-core/src/app/property_geo.cpp	in_scope	Route ComplexGeoData bridge to S4
P5P6-CAND-024	src/App/ComplexGeoData.cpp	ComplexGeoData::setMappedChildElements; hashChildMaps	child_element_map	Delegates child map storage/hash lifecycle to ElementMap using owner Tag	cad-core/src/app/property_geo.cpp; cad-core/src/app/element_map.cpp	in_scope	Route property_geo child-map bridge to S4
P5P6-CAND-025	src/Mod/Part/App/TopoShapeExpansion.cpp	TopoShape::makeShapeWithElementMap	mapper_history_consumer	Consumes Mapper modified/generated results, maps source subelements, constructs mod/gen names	cad-core/include/cad_core/part/topo_shape.h; cad-core/src/part/topo_shape_expansion.cpp	in_scope	Route generic mapper consumer to S4/S6
P5P6-CAND-026	src/Mod/Part/App/TopoShapeExpansion.cpp	MapperMaker; MapperHistory	mapper_history_producer	Adapts BRepBuilderAPI_MakeShape, BRepTools_History, BRepTools_ReShape and ShapeFix_Root histories	cad-core/include/cad_core/part/topo_shape_mapper.h; cad-core/src/part/topo_shape_mapper.cpp	in_scope	Route OCCT history adapter model to S4
P5P6-CAND-027	src/Mod/Part/App/TopoShapeExpansion.cpp	TopoShape::copyElementMap; mapSubElement; createChildMap	child_element_map	Copies partner element maps, builds child map ranges and maps Vertex/Edge/Face across shapes	cad-core/src/part/topo_shape_expansion.cpp; cad-core/src/app/element_map.cpp	in_scope	Route identity/preserved map propagation to S4
P5P6-CAND-028	src/Mod/Part/App/TopoShapeExpansion.cpp	TopoShape::setElementComboName	mapper_history_consumer	Combines multiple source mapped names with marker/op/hash before setting element name	cad-core/src/part/topo_shape_expansion.cpp; cad-core/src/app/element_map.cpp	in_scope	Route combo-name construction to S4/S5
P5P6-CAND-029	src/Mod/Part/App/PropertyTopoShape.cpp	PropertyPartShape::setValue; Save; Restore; afterRestore	named_shape_storage	Retags element map to owner ID, stores ElementMap version, hasher, and restore mismatch recompute signal	cad-core/include/cad_core/part/property_topo_shape.h; cad-core/src/part/property_topo_shape.cpp	in_scope	Route property topo storage/version semantics to S4
P5P6-CAND-030	src/Mod/Part/App/PartFeature.cpp	Part::Feature::getExportElementName	named_shape_storage	Generates higher-level export names from lower element mapped names when direct mapped name is absent	cad-core/src/part/part_feature.cpp; cad-core/src/part/topo_shape_reference.cpp	in_scope	Route export element naming to S4/S6
P5P6-CAND-031	src/Mod/Part/App/PartFeature.cpp	Part::Feature::getElementHistory; getRelatedElements	reference_resolver	Traces mapped element back through source tags, intermediates and related elements	cad-core/src/part/part_feature.cpp; cad-core/src/part/topo_shape_reference.cpp	in_scope	Route related-element resolver to S2/S4
P5P6-CAND-032	src/Mod/Part/App/PartFeature.cpp	Part::Feature::getTopoShape; _getTopoShape	reference_resolver	Resolves links, direct subelements, transformations, NoElementMap and getSubTopoShape extraction	cad-core/src/part/part_feature.cpp; cad-core/src/app/link.cpp	in_scope	Route LinkSub shape extraction to S2
P5P6-CAND-033	src/Mod/Part/App/FaceMaker.cpp	FaceMaker::postBuild	facemaker_history_producer	Chains myPreSplitHistory through MapperHistory and mySplitter through MapperMaker before face names	cad-core/include/cad_core/part/face_maker.h; cad-core/src/part/face_maker.cpp	in_scope	Route producer chain to S5
P5P6-CAND-034	src/Mod/Part/App/FaceMakerBuildFace.cpp	FaceMakerBuildFace::splitSelfIntersecting	facemaker_history_producer	Splits self-intersecting edges and records original-to-fragment history in myPreSplitHistory	cad-core/src/part/face_maker.cpp	in_scope	Route pre-split history producer to S5
P5P6-CAND-035	src/Mod/Part/App/FaceMakerBuildFace.cpp	FaceMakerBuildFace::splitAtIntersections; Build_Essence	facemaker_history_producer	Runs mySplitter, builds bounded areas with BOPAlgo_BuilderFace and fills myShapesToReturn	cad-core/src/part/face_maker.cpp; cad-core/src/part/topo_shape_mapper.cpp	in_scope	Route splitter and bounded-face producer to S5
P5P6-CAND-036	src/Mod/Part/App/WireJoiner.cpp	WireJoinerP::EdgeInfo; WireJoinerP::WireInfo	wire_joiner_history_producer	EdgeInfo stores superEdge, iteration, iteration2, wireInfo/wireInfo2; WireInfo stores vertices, wire, face, done/purge	cad-core/include/cad_core/part/wire_joiner.h; cad-core/src/part/wire_joiner.cpp	in_scope	Route internal ledger model to S5
P5P6-CAND-037	src/Mod/Part/App/WireJoiner.cpp	WireJoinerP::splitEdges	wire_joiner_history_producer	Finds self/inter-edge intersections, removes original edge and AddModified split fragments to aHistory	cad-core/src/part/wire_joiner.cpp; cad-core/src/part/topo_shape_mapper.cpp	in_scope	Route split-fragment history producer to S5
P5P6-CAND-038	src/Mod/Part/App/WireJoiner.cpp	WireJoinerP::makeCleanWire	wire_joiner_history_producer	Runs ShapeFix_Wire, gets reshape history and merges it into aHistory	cad-core/src/part/wire_joiner.cpp; cad-core/src/part/shape_fix.cpp	in_scope	Route ShapeFix history merge to S5
P5P6-CAND-039	src/Mod/Part/App/WireJoiner.cpp	WireJoinerP::findClosedWires; findTightBound; exhaustTightBound	wire_joiner_history_producer	Assigns wireInfo and wireInfo2, uses iteration/iteration2 to find tight-bound ownership	cad-core/src/part/wire_joiner.cpp	in_scope	Route closed/tight-bound ownership ledger to S5
P5P6-CAND-040	src/Mod/Part/App/WireJoiner.cpp	WireJoinerP::build; openWireCompound	wire_joiner_history_producer	Removes duplicate/purged edges in aHistory and collects remaining open wires into openWireCompound	cad-core/src/part/wire_joiner.cpp	in_scope	Route open-wire/deleted history semantics to S5
P5P6-CAND-041	src/Mod/Part/App/WireJoiner.cpp	WireJoinerP::getOpenWires; getResultWires	wire_joiner_history_producer	Feeds open/result compound plus MapperHistory(aHistory) into makeShapeWithElementMap	cad-core/src/part/wire_joiner.cpp; cad-core/src/part/topo_shape_expansion.cpp	in_scope	Route WireJoiner output mapping to S5/S6
P5P6-CAND-042	src/Mod/Part/App/WireJoiner.cpp; src/Mod/Part/App/WireJoiner.h	WireJoiner::Modified; Generated; IsDeleted	mapper_history_producer	Public BRepBuilderAPI_MakeShape history delegates to aHistory Modified, Generated and IsRemoved	cad-core/include/cad_core/part/wire_joiner.h; cad-core/src/part/wire_joiner.cpp	in_scope	Route public mapper compatibility to S5
P5P6-CAND-043	src/Mod/PartDesign/App/FeatureSketchBased.cpp	ProfileBased::ProfileBased; getTopoShapeVerifiedFace	partdesign_profile_consumer	Defines Profile/UpToFace/UpToShape LinkSub properties and converts profile refs into faces/wires	cad-core/include/cad_core/part_design/feature_extrude.h; cad-core/src/part_design/feature_extrude.cpp	downstream_consumer	Route Profile LinkSub consumer to S2/S6
P5P6-CAND-044	src/Mod/PartDesign/App/FeatureSketchBased.cpp	ProfileBased::getUpToFaceFromLinkSub; getUpToShapeFromLinkSubList; getUpToFace	partdesign_reference_consumer	Extracts selected faces/shapes from LinkSub/List and resolves UpToFirst/UpToLast by support intersections	cad-core/src/part_design/feature_extrude.cpp; cad-core/src/part/topo_shape_reference.cpp	downstream_consumer	Route UpToFace/UpToShape consumer to S2/S6
P5P6-CAND-045	src/Mod/PartDesign/App/FeatureExtrude.cpp	FeatureExtrude::buildExtrusion; makePrism	partdesign_feature_chain	Gets profile subshape through Part::Feature::getTopoShape and calls makeElementPrismUntil for UpTo refs	cad-core/src/part_design/feature_extrude.cpp; cad-core/src/part/extrusion_helper.cpp	downstream_consumer	Route PartDesign feature-chain consumer to S6
P5P6-CAND-046	src/Mod/PartDesign/App/FeaturePad.cpp; src/Mod/PartDesign/App/FeaturePocket.cpp	Pad::execute; Pocket::execute	partdesign_feature_chain	Pad/Pocket expose UpToFace/UpToShape enums and delegate to FeatureExtrude::buildExtrusion	cad-core/src/part_design/feature_pad.cpp; cad-core/src/part_design/feature_pocket.cpp	downstream_consumer	Route Pad/Pocket parity candidates to S6
P5P6-CAND-047	src/Mod/PartDesign/App/Feature.cpp; src/Mod/PartDesign/App/Body.cpp	PartDesign::Feature::BaseFeature; Body feature reroute	partdesign_feature_chain	BaseFeature links previous solid feature and Body reroutes adjacent feature chain	cad-core/include/cad_core/part_design/body.h; cad-core/src/part_design/body.cpp	downstream_consumer	Route feature-chain graph/link consumer to S6
